Nome,Vida,Atk,Def,SpA,SpD,Vel,Mag,Per,Ene,EnR,CrD,CrC,Sinergia,Habilidades,Equipaveis,Total,Poder R1,Poder R2,Poder R3,Tipo1,%1,Tipo2,%2,Tipo3,%3,Altura,Peso,Grupo,Raridade,Estagio,FF,Code,Linhagem
Charjabug,58,26,30,22,40,14,22,26,53,12,11,10,3,1,1,705,246,408,524,inseto,100,eletrico,100,,,,,bateria,4,2,,913,381
Vikavolt,74,28,40,65,30,20,25,45,60,14,31,10,3,1,2,969,340,556,722,inseto,100,eletrico,100,,,,,insetoide,8,3,,914,381
Crabrawler,46,35,26,22,23,27,18,16,23,12,5,25,4,1,1,644,176,318,444,lutador,100,,,,,,,caranguejo,4,1,,915,382
Crabominable,105,75,38,33,35,28,24,17,42,13,25,5,4,1,2,931,339,551,705,lutador,100,gelo,100,,,,,caranguejo,9,2,,916,382
Oricorio,69,32,32,43,32,38,50,21,30,15,5,20,5,1,2,870,262,459,625,sonoro,100,fogo,100,voador,80,,,passaro,5,1,,917,383
OricorioPomPom,69,32,32,43,32,38,50,21,30,15,5,20,5,1,2,870,262,459,625,sonoro,100,eletrico,100,voador,80,,,passaro,-,F,,918,383
OricorioPa’u,69,32,32,43,32,38,50,21,30,15,5,20,5,1,2,870,262,459,625,sonoro,100,psiquico,100,voador,80,,,passaro,-,F,,919,383
OricorioSensu,69,32,32,43,32,38,50,21,30,15,5,20,5,1,2,870,262,459,625,sonoro,100,fantasma,100,voador,80,,,passaro,-,F,,920,383
Cutiefly,31,15,13,16,13,32,32,14,16,16,10,15,3,1,1,542,160,255,343,inseto,100,fada,100,,,,,insetoide,1,1,,921,384
Ribombee,61,23,20,32,20,57,57,20,25,18,10,20,3,1,2,821,292,449,569,inseto,100,fada,100,,,,,abelha,5,2,,922,384
Rockruff,43,28,24,23,24,27,15,24,24,15,12,15,1,1,1,612,158,302,421,pedra,100,,,,,,,cachorro,4,1,,923,385
LycanrocMidday,76,48,32,30,32,47,19,28,42,17,17,15,1,1,2,866,274,478,632,pedra,100,,,,,,,cachorro,8,2,,924,385
LycanrocMidnight,76,49,36,41,36,27,19,32,38,17,17,15,1,1,2,866,256,476,632,pedra,100,,,,,,,cachorro,8,2,,925,385
LycanrocDusk,76,50,35,32,35,37,19,30,40,17,17,15,1,1,2,866,256,470,632,pedra,100,,,,,,,cachorro,8,2,,926,385
Wishiwashi,48,14,14,17,17,29,15,15,15,15,10,15,3,1,1,525,140,234,324,agua,100,,,,,,,peixe,1,1,,927,386
WishiwashiSchool,48,66,52,66,58,19,20,20,65,15,10,15,3,1,2,1005,394,662,780,agua,100,,,,,,,peixe,-,F,,928,386
Mareanie,54,26,29,24,26,20,24,25,25,9,5,15,2,1,1,608,164,316,452,venenoso,100,agua,100,,,,,coral,4,1,,929,387
Toxapex,55,31,76,29,70,22,30,28,29,10,10,15,2,1,2,880,354,530,685,venenoso,100,agua,100,,,,,coral,8,2,,930,387
Mudbray,60,33,29,19,24,23,16,18,26,12,10,15,3,1,1,629,184,330,436,terrestre,100,,,,,,,cavalo,4,1,,931,388
Mudsdale,110,63,51,23,39,25,18,21,46,16,12,16,3,1,2,920,338,558,682,terrestre,100,,,,,,,cavalo,8,2,,932,388
Dewpider,38,19,23,19,31,15,22,20,20,8,13,16,4,1,1,575,152,270,378,agua,100,inseto,100,,,,,criatura,2,1,,933,389
Araquanid,69,36,41,24,57,22,26,27,32,10,22,16,4,1,2,853,268,455,599,agua,100,inseto,100,,,,,aranha,7,2,,934,389
Fomantis,40,24,19,23,19,16,26,27,18,18,25,10,2,1,1,621,156,290,402,planta,100,,,,,,,planta,3,1,,935,390
Lurantis,71,34,31,28,31,18,40,45,35,20,55,15,2,1,2,965,280,489,669,planta,100,,,,,,,insetoide,7,2,,936,390
Morelull,37,18,24,28,32,13,26,14,20,12,6,16,3,1,1,571,172,297,393,planta,100,fada,100,,,,,cogumelo,3,1,,937,391
Shiinotic,65,24,35,40,46,20,36,16,34,14,8,22,3,1,2,803,244,447,579,planta,100,fada,100,,,,,cogumelo,7,2,,938,391
Salandit,42,21,19,30,19,30,16,16,18,12,14,14,2,1,1,572,162,280,380,fogo,100,venenoso,100,,,,,lagarto,4,1,,939,392
Salazzle,70,30,27,45,27,45,25,22,25,15,27,27,2,1,2,864,250,418,576,fogo,100,venenoso,100,,,,,lagarto,6,2,,940,392
Stufful,60,32,22,19,22,22,16,22,26,10,10,14,4,1,1,614,176,308,422,normal,100,lutador,50,,,,,urso,2,1,,941,393
Bewear,131,69,51,23,26,26,21,27,46,10,15,18,4,1,2,948,371,569,709,normal,100,lutador,100,,,,,urso,8,2,,942,393
Bounsweet,41,19,21,19,21,20,23,17,20,12,5,15,3,1,1,539,130,251,361,planta,100,,,,,,,fruta,3,1,,943,394
Steenee,52,22,25,22,25,29,42,29,24,16,5,15,3,1,1,682,200,352,488,planta,100,,,,,,,fruta,6,2,,944,394
Tsareena,70,49,39,24,39,36,46,55,32,26,28,16,3,1,2,1036,300,528,718,planta,100,lutador,50,,,,,humanoide,9,3,,945,394
Tsareena Radiante,70,53,43,28,43,40,50,59,36,28,31,19,4,1,2,1136,324,576,780,planta,100,lutador,50,,,,,humanoide,-,FF,,946,394
Comfey,51,26,29,28,36,34,63,25,25,12,4,25,4,1,1,798,266,432,583,fada,100,planta,10,,,,,flor,4,1,,947,395
Oranguru,81,25,35,37,46,25,29,23,38,7,12,30,3,1,2,841,249,453,611,normal,100,psiquico,100,,,,,macaco,6,1,,948,396
Passimian,83,46,39,21,31,34,23,26,30,14,30,12,3,1,2,855,253,443,601,lutador,100,normal,10,,,,,macaco,5,1,,949,397
Wimpod,32,18,21,14,17,35,19,17,20,12,5,10,3,1,1,517,152,260,354,inseto,100,agua,100,venenoso,80,,,insetoide,2,1,,950,398
Golisopod,75,59,72,29,37,25,22,34,42,10,18,12,3,1,2,935,346,563,715,inseto,100,agua,100,venenoso,80,,,criatura,8,2,,951,398
Sandygast,46,22,28,26,19,9,25,14,24,9,10,11,3,1,1,549,158,296,384,fantasma,100,terrestre,100,,,,,espirito,3,1,,952,399
Palossand,84,29,55,47,29,12,42,17,40,9,10,18,3,1,2,836,288,510,638,fantasma,100,terrestre,100,,,,,espirito,7,2,,953,399
Pyukumuku,49,30,56,16,56,6,20,30,23,12,22,12,1,1,1,723,284,439,555,agua,100,sombrio,10,,,,,ouriço,4,1,,954,400
TypeNull,88,44,44,44,44,22,22,44,44,22,8,8,5,1,2,950,264,528,704,normal,100,,,,,,,desconhecido,8,1,,955,401
Silvally,90,44,44,44,44,44,44,44,44,22,13,13,5,1,2,1070,266,530,794,normal,100,,,,,,,cachorro,-,2,,956,401
Minior,60,50,25,50,25,50,50,15,25,10,0,15,5,1,2,835,300,510,640,cosmico,100,pedra,100,voador,10,,,estrela,5,1,,957,402
MiniorMeteor,60,30,50,30,50,30,30,15,25,15,0,25,5,1,2,825,260,440,600,cosmico,100,pedra,100,voador,10,,,estrela,-,F,,958,402
Komala,64,39,28,32,37,29,30,25,28,18,2,50,3,1,2,878,252,440,610,sonoro,100,normal,10,,,,,coala,4,1,,959,403
Turtonator,69,35,65,39,37,18,22,37,45,10,10,15,4,1,2,880,298,516,665,dragao,100,fogo,100,,,,,tartaruga,6,1,,960,404
Togedemaru,62,37,31,24,34,36,38,40,26,15,12,16,2,1,1,798,230,432,594,eletrico,100,metal,80,,,,,rato,5,1,,961,405
Mimikyu,57,41,36,25,43,36,36,28,30,18,26,10,3,1,2,877,240,444,609,fantasma,100,fada,100,,,,,rato,7,1,,962,406
Bruxish,68,45,34,34,34,40,48,18,38,10,8,12,2,1,2,830,266,478,650,agua,100,psiquico,100,,,,,peixe,6,1,,963,407
Drampa,87,26,49,68,55,15,68,20,52,12,8,16,3,1,2,1003,382,671,795,normal,100,dragao,100,,,,,dragão,8,1,,964,408
Dhelmise,73,55,45,39,40,5,42,35,42,8,10,10,2,1,2,851,284,526,689,fantasma,100,planta,100,agua,100,,,objeto,7,1,,965,409
Jangmo-o,43,24,29,21,21,21,17,18,23,10,10,12,4,1,1,577,152,279,391,dragao,100,,,,,,,dinossauro,4,1,,966,410
Hakamo-o,61,36,41,30,33,29,22,23,31,10,12,15,4,1,1,752,220,403,551,dragao,100,lutador,100,,,,,dinossauro,7,2,,967,410
Kommo-o,79,65,71,50,52,38,27,30,48,10,16,16,4,1,2,1077,376,651,841,dragao,100,lutador,100,,,,,dinossauro,10,3,,968,410
TapuKoko,71,55,29,43,32,62,45,38,32,30,5,21,5,1,2,1051,324,557,745,eletrico,100,fada,100,,,,,anjo,-,1,,969,411
TapuLele,71,34,31,62,55,40,55,32,32,25,5,21,5,1,2,1041,344,563,753,psiquico,100,fada,100,,,,,anjo,-,1,,970,412
TapuBulu,71,62,55,36,43,34,45,38,32,21,5,21,5,1,2,1033,324,558,761,planta,100,fada,100,,,,,anjo,-,1,,971,413
TapuFini,71,28,55,44,62,35,55,32,32,23,5,21,5,1,2,1037,344,573,757,agua,100,fada,100,,,,,anjo,-,1,,972,414
Cosmog,44,18,19,18,19,20,22,16,19,12,5,5,5,1,0,494,128,242,346,cosmico,100,,,,,,,desconhecido,-,1,,973,415
Cosmoem,44,18,45,18,45,20,32,16,25,12,6,6,5,1,0,636,244,378,482,cosmico,100,,,,,,,casulo,-,2,,974,415
Solgaleo,114,75,55,48,45,38,47,27,50,25,18,15,4,1,2,1183,374,664,884,cosmico,100,metal,100,fogo,10,,,leão,-,3,,975,415
Solgaleo Radiante,114,79,59,52,49,42,51,31,54,27,21,18,5,1,2,1283,390,704,948,cosmico,100,metal,100,fogo,10,,,leão,-,FF,,976,415
Lunala,114,48,45,75,55,38,27,47,45,30,18,15,4,1,2,1193,374,654,880,cosmico,100,fantasma,100,sombrio,10,,,morcego,-,3,,977,415
Lunala Radiante,114,52,49,79,59,42,31,51,49,32,21,18,5,1,2,1293,390,694,940,cosmico,100,fantasma,100,sombrio,10,,,morcego,-,FF,,978,415
Nihilego,100,27,25,70,82,38,43,24,34,14,10,13,3,1,2,1001,404,634,786,cosmico,100,fantasma,100,venenoso,100,,,agua-viva,-,1,,979,416
Nihilego Intense,100,26,24,76,91,37,51,23,33,13,9,12,1,1,2,1007,436,676,822,cosmico,100,fantasma,100,venenoso,100,,,agua-viva,-,F,,979,416
Buzzwole,134,72,71,30,30,36,24,19,42,13,10,16,3,1,2,1002,420,636,782,cosmico,100,inseto,100,lutador,100,,,insetoide,-,1,,980,417
Buzzwole Intense,134,85,82,29,29,35,23,18,41,12,9,15,1,1,2,1008,468,678,818,cosmico,100,inseto,100,lutador,100,,,insetoide,-,F,,980,417
Pheromosa,72,67,23,67,23,75,26,31,32,18,13,19,3,1,2,1018,418,616,760,cosmico,100,inseto,100,lutador,100,,,insetoide,-,1,,981,418
Pheromosa Intense,72,74,22,74,22,84,25,30,31,17,12,18,1,1,2,1024,464,658,796,cosmico,100,inseto,100,lutador,100,,,insetoide,-,F,,981,418
Xurkitree,78,40,35,84,39,35,27,28,56,22,10,15,3,1,2,1019,360,586,766,cosmico,100,eletrico,100,,,,,arvore,-,1,,982,419
Xurkitree Intense,78,39,34,95,38,34,26,27,64,26,9,14,1,1,2,1035,396,618,792,cosmico,100,eletrico,100,,,,,arvore,-,F,,982,419
Celesteela,98,34,41,38,42,23,70,19,62,14,13,25,3,1,2,1016,362,604,768,cosmico,100,metal,100,voador,100,,,maquina,-,1,,983,420
Celesteela Intense,98,33,40,37,41,22,81,18,61,13,12,38,1,1,2,1036,382,620,804,cosmico,100,metal,100,voador,100,,,maquina,-,F,,983,420
Kartana,60,80,42,26,19,46,24,81,30,20,20,12,3,1,2,1022,414,618,758,cosmico,100,metal,100,grama,100,,,objeto,-,1,,984,421
Kartana Instense,60,87,41,25,18,45,23,88,29,29,19,11,1,1,2,1048,440,640,794,cosmico,100,metal,100,grama,100,,,objeto,-,F,,984,421
Guzzlord,182,49,28,48,28,24,32,36,60,12,12,10,3,1,2,996,400,632,792,cosmico,100,sombrio,100,dragao,100,,,criatura,-,1,,985,422
Guzzlord Intense,182,48,27,47,27,23,31,42,68,11,21,9,1,1,2,1012,414,654,808,cosmico,100,sombrio,100,dragao,100,,,criatura,-,F,,993,422
Stakataka,68,54,86,23,49,11,29,23,76,13,12,20,3,1,2,1008,432,656,788,cosmico,100,pedra,100,metal,100,,,rocha,-,1,,994,423
Stakataka Intense,68,53,97,22,48,10,28,22,89,12,11,19,1,1,2,1014,478,698,824,cosmico,100,pedra,100,metal,100,,,rocha,-,F,,994,423
Blacephalon,58,58,28,70,38,40,42,22,36,13,38,16,3,1,2,1030,340,572,758,cosmico,100,fogo,100,fantasma,100,,,desconhecido,--,1,,994,424
Blacephalon Intense,58,64,27,77,37,39,41,21,35,12,48,15,1,1,2,1047,378,612,794,cosmico,100,fogo,100,fantasma,100,,,desconhecido,-,F,,995,424
Poipole,54,28,25,28,25,28,25,28,25,14,16,41,3,1,1,775,194,360,510,cosmico,100,venenoso,100,,,,,desconhecido,-,1,,991,425
Poipole Intense,54,27,24,27,24,33,29,27,24,13,15,55,1,1,1,796,234,396,546,cosmico,100,venenoso,100,,,,,desconhecido,-,F,,992,425
Naganadel,75,32,32,44,32,44,44,32,32,16,16,51,3,1,2,1014,278,505,697,cosmico,100,venenoso,100,dragao,100,,,desconhecido,-,2,,993,425
Naganadel Intense,75,31,31,43,31,43,47,31,31,15,15,72,1,1,2,1042,324,547,733,cosmico,100,venenoso,100,dragao,100,,,desconhecido,-,F,,985,425
Necrozma,96,54,43,54,43,34,36,36,60,36,35,11,2,1,2,1178,336,604,820,cosmico,100,,,,,,,mineral,-,1,,986,426
NecrozmaDuskMane,96,75,55,54,44,34,45,36,60,36,35,13,2,1,2,1270,380,674,906,cosmico,100,metal,100,,,,,mineral,-,2,,987,426
NecrozmaDawnWings,96,54,44,75,55,34,36,45,60,36,35,13,2,1,2,1270,380,674,906,cosmico,100,fantasma,100,,,,,mineral,-,2,,988,426
Ultra Necrozma,96,76,56,76,56,60,45,45,62,45,35,16,2,1,2,1461,428,772,1048,cosmico,100,psiquico,100,dragao,100,,,mineral,-,3,,989,426
Magearna,77,38,46,62,46,30,52,28,36,16,10,25,4,1,2,1022,320,565,753,metal,100,fada,100,,,,,maquina,-,1,,990,427
Marshadow,60,55,28,34,34,55,40,29,30,25,5,55,4,1,2,1050,330,546,724,fantasma,100,lutador,100,,,,,espirito,-,1,,991,428
Zeraora,83,58,31,54,31,74,20,46,32,24,25,16,3,1,2,1084,372,611,785,eletrico,100,,,,,,,gato,-,1,,996,429
Zeraora Radiante,83,62,35,58,35,78,24,50,36,26,28,19,4,1,2,1184,396,651,847,eletrico,100,,,,,,,gato,-,FF,,997,429
Meltan,43,28,28,25,18,17,19,19,25,12,10,10,5,1,1,599,162,293,401,metal,100,,,,,,,objeto,-,1,,998,430
Melmetal,151,81,81,28,40,18,21,22,59,12,10,10,5,1,2,1069,475,729,851,metal,100,,,,,,,objeto,-,2,,999,430
Gigantamax Melmetal,400,84,83,28,40,8,21,22,62,12,10,10,5,1,2,1314,734,994,1104,metal,100,,,,,,,objeto,-,FF,,1000,430
Grookey,44,25,23,21,21,25,18,20,24,16,10,15,3,1,1,607,148,280,398,planta,100,sonoro,50,,,,,macaco,3,1,,1001,431
Thwackey,66,37,33,25,29,35,22,24,30,16,10,16,3,1,1,748,210,394,536,planta,100,sonoro,80,,,,,macaco,6,2,,1002,431
Rillaboom,114,59,50,29,35,36,26,27,50,16,12,18,3,1,2,982,332,574,738,planta,100,sonoro,100,,,,,macaco,9,3,,1003,431
Gigantamax Rillaboom,330,65,60,29,40,16,26,27,55,22,12,18,3,1,2,1234,580,828,978,planta,100,sonoro,100,,,,,macaco,-,FF,,1004,431
Scorbunny,44,27,20,20,20,26,21,20,22,18,6,18,3,1,1,610,150,276,396,fogo,100,,,,,,,coelho,3,1,,1005,432
Raboot,64,35,27,24,27,37,25,26,28,22,7,20,3,1,1,761,208,372,522,fogo,100,,,,,,,coelho,6,2,,1006,432
Cinderace,78,51,34,30,34,52,30,35,34,34,10,32,3,1,2,1030,284,490,690,fogo,100,,,,,,,coelho,9,3,,1007,432
Gigantamax Cinderace,270,60,35,30,41,32,30,35,59,34,12,32,3,1,2,1272,508,730,926,fogo,100,,,,,,,coelho,-,FF,,1008,432
Sobble,44,21,21,27,21,27,22,22,18,14,15,10,3,1,1,603,152,282,402,agua,100,,,,,,,camaleão,3,1,,1009,433
Drizzile,62,29,25,38,25,36,27,26,28,15,20,10,3,1,1,750,210,378,530,agua,100,,,,,,,camaleão,6,2,,1010,433
Inteleon,70,36,28,61,28,54,28,42,36,16,36,15,3,1,2,1003,314,530,712,agua,100,,,,,,,camaleão,9,3,,1011,433
Gigantamax Inteleon,260,40,30,63,30,36,32,48,48,16,42,20,3,1,2,1254,482,742,938,agua,100,,,,,,,camaleão,-,FF,,1012,433
Skwovet,55,23,23,19,19,26,21,20,20,18,10,16,2,1,1,607,153,281,397,normal,100,,,,,,,esquilo,1,1,,1013,434
Greedent,121,39,39,24,33,22,34,30,38,12,10,16,2,1,2,845,277,487,639,normal,100,,,,,,,esquilo,2,2,,1014,434
Rookidee,38,23,19,18,19,26,17,19,20,15,10,15,3,1,1,565,138,252,360,voador,100,sombrio,10,,,,,passaro,1,1,,1015,435
Corvisquire,58,31,28,21,28,32,19,25,24,15,18,15,3,1,1,703,184,346,474,voador,100,sombrio,10,metal,10,,,passaro,2,2,,1016,435
Corviknight,91,41,65,23,39,25,21,41,38,15,24,15,4,1,2,954,303,539,683,voador,100,metal,100,sombrio,50,,,passaro,3,3,,1017,435
Gigantamax Corviknight,300,45,75,23,39,20,21,46,46,15,30,15,4,1,2,1225,542,802,950,voador,100,metal,100,sombrio,50,,,passaro,-,FF,,1018,435
Blipbug,26,12,12,15,22,22,21,15,20,12,10,16,3,1,1,500,130,232,312,inseto,100,cosmico,100,,,,,minhoca,1,1,,1019,436
Dottler,50,14,31,24,36,23,26,18,28,12,10,18,4,1,1,662,190,340,458,inseto,100,cosmico,100,,,,,joaninha,2,2,,1020,436
Orbeetle,65,19,48,38,70,39,30,28,36,12,10,20,4,1,2,919,314,527,683,inseto,100,cosmico,100,,,,,joaninha,3,3,,1021,436
Gigantamax Orbeetle,250,20,51,49,74,18,36,28,42,12,10,25,4,1,2,1139,500,754,900,inseto,100,cosmico,100,,,,,joaninha,-,FF,,1022,436
Nickit,40,18,18,23,25,24,19,23,20,15,12,8,3,1,1,570,144,270,380,sombrio,100,,,,,,,raposa,1,1,,1023,437
Thievul,70,24,24,37,39,38,28,37,32,20,16,10,3,1,2,836,228,436,588,sombrio,100,,,,,,,raposa,2,2,,1024,437
Gossifleur,38,19,25,19,25,13,26,4,20,10,5,15,4,1,1,520,152,268,362,planta,100,,,,,,,flor,1,1,,1025,438
Eldegoss,66,24,40,35,65,30,70,6,25,13,6,18,4,1,2,880,350,546,680,planta,100,,,,,,,flor,2,2,,1026,438
Wooloo,42,20,26,20,22,23,18,12,22,11,10,15,5,1,1,577,142,268,374,normal,100,,,,,,,ovelha,1,1,,1027,439
Dubwool,76,39,51,26,31,32,22,24,33,12,12,15,5,1,2,831,256,448,592,normal,100,,,,,,,ovelha,2,2,,1028,439
Chewtle,47,28,24,18,18,19,19,26,24,7,6,15,1,1,1,540,156,289,399,agua,100,pedra,10,,,,,dinossauro,1,1,,1029,440
Drednaw,93,60,43,22,32,30,28,49,42,9,6,15,1,1,2,874,311,545,705,agua,100,pedra,100,,,,,tartaruga,2,2,,1030,440
Gigantamax Drednaw,310,66,51,22,34,10,28,53,52,9,10,15,1,1,2,1123,548,822,952,agua,100,pedra,100,,,,,tartaruga,-,FF,,1031,440
Yamper,54,22,26,22,26,18,23,20,18,16,5,12,3,1,1,589,158,292,404,eletrico,100,,,,,,,cachorro,2,1,,1032,441
Boltund,64,38,29,38,29,56,29,32,34,16,15,12,3,1,2,869,264,460,634,eletrico,100,,,,,,,cachorro,6,2,,1033,441
Rolycoly,36,21,26,21,26,16,17,18,26,11,10,15,4,1,1,577,156,276,378,pedra,100,fogo,100,,,,,rocha,3,1,,1034,442
Carkol,78,27,41,27,30,15,19,23,40,12,12,15,4,1,2,751,240,408,522,pedra,100,fogo,100,,,,,rocha,6,2,,1035,442
Coalossal,96,35,59,35,42,14,21,26,82,15,12,16,4,1,2,968,378,602,728,pedra,100,fogo,100,,,,,rocha,9,3,,1036,442
Gigantamax Coalossal,330,37,62,35,43,3,21,26,100,20,12,16,4,1,2,1248,654,884,1018,pedra,100,fogo,100,,,,,rocha,-,FF,,1037,442
Applin,35,18,29,18,18,13,22,17,21,11,12,16,2,1,1,535,144,252,353,planta,100,dragao,100,,,,,fruta,1,1,,1038,443
Flapple,70,44,31,37,26,33,33,27,30,16,12,16,2,1,2,820,232,426,592,planta,100,dragao,100,,,,,fruta,6,2,,1039,443
Appletun,105,33,32,39,32,15,30,25,42,12,12,18,2,1,2,819,267,461,607,planta,100,dragao,100,,,,,fruta,6,2,,1041,443
Dipplin,80,39,45,42,38,14,27,23,32,12,12,16,2,1,2,812,254,472,604,planta,100,dragao,100,,,,,fruta,6,2,,1040,443
Gigantamax Dipplin,280,42,49,42,39,6,31,23,48,12,12,16,2,1,2,1052,474,720,860,planta,100,dragao,100,,,,,fruta,-,FF,,1042,443
Hydrapple,100,42,51,59,42,20,37,31,38,15,15,20,3,1,2,995,320,564,740,planta,100,dragao,100,,,,,fruta,9,3,,1043,443
Silicobra,49,25,28,18,24,22,14,17,18,9,18,10,3,1,1,571,155,283,389,terrestre,100,,,,,,,cobra,4,1,,1044,444
Sandaconda,72,45,55,29,34,34,18,30,32,12,28,12,3,1,2,884,272,472,646,terrestre,100,,,,,,,cobra,7,2,,1045,444
Gigantamax Sandaconda,250,50,65,30,35,16,18,30,35,12,32,12,3,1,2,1078,480,684,840,terrestre,100,,,,,,,cobra,-,FF,,1046,444
Cramorant,71,36,20,36,39,36,25,36,26,26,12,25,1,1,2,864,222,437,591,agua,100,voador,100,,,,,pato,5,1,,1047,445
Arrokuda,41,30,20,20,16,31,17,19,19,13,12,10,2,1,1,563,163,281,385,agua,100,,,,,,,peixe,2,1,,1048,446
Barraskewda,61,38,30,30,22,49,24,29,29,13,36,12,2,1,2,839,246,427,591,agua,100,,,,,,,peixe,7,2,,1049,446
Toxel,40,19,18,25,18,20,21,21,21,10,16,16,3,1,1,572,134,256,366,eletrico,100,venenoso,100,sonoro,50,,,anta,2,1,,1050,447
Toxtricity,74,41,29,61,29,34,35,35,35,13,18,18,3,1,2,922,278,488,672,eletrico,100,venenoso,100,sonoro,100,,,anta,8,2,,1051,447
Gigantamax Toxtricity,270,41,29,63,35,21,35,35,45,13,19,19,3,1,2,1134,486,708,878,eletrico,100,venenoso,100,sonoro,100,,,anta,-,FF,,1052,447
Sizzlipede,38,26,17,21,21,18,19,18,20,12,14,10,4,1,1,558,136,252,358,fogo,100,inseto,100,,,,,minhoca,2,1,,1053,448
Centiskorch,89,67,27,38,38,27,35,35,38,16,21,16,4,1,2,974,299,521,699,fogo,100,inseto,100,,,,,minhoca,9,2,,1054,448
Gigantamax Centiskorch,290,72,27,38,38,20,35,40,42,16,21,16,4,1,2,1189,518,750,916,fogo,100,inseto,100,,,,,minhoca,-,FF,,1055,448
Clobbopus,44,26,25,22,22,17,16,15,22,14,4,20,4,1,1,582,146,278,384,lutador,100,agua,50,,,,,polvo,3,1,,1056,449
Grapploct,81,49,44,37,41,23,21,19,32,18,8,40,4,1,2,929,268,503,655,lutador,100,agua,50,,,,,polvo,6,2,,1057,449
Sinistea,40,16,16,30,22,21,24,14,18,12,10,12,3,1,1,546,152,270,362,fantasma,100,,,,,,,objeto,3,1,,1058,450
Polteageist,60,22,23,70,60,29,55,21,35,13,10,12,3,1,2,898,370,558,690,fantasma,100,,,,,,,objeto,6,2,,1059,450
Hatenna,39,14,19,25,24,17,26,20,18,10,10,15,3,1,1,550,150,267,367,psiquico,100,fada,100,,,,,criatura,3,1,,1060,451
Hattrem,52,21,27,38,35,24,41,28,30,12,12,16,3,1,1,742,228,398,540,psiquico,100,fada,100,,,,,criatura,6,2,,1061,451
Hatterene,66,33,37,63,59,20,71,34,38,14,12,16,3,1,2,1006,386,604,776,psiquico,100,fada,100,,,,,criatura,9,3,,1062,451
Hatterene Gigantamax,245,34,37,64,62,16,76,34,42,15,12,18,3,1,2,1215,525,807,979,psiquico,100,fada,100,,,,,criatura,-,FF,,1063,451
Impidimp,38,20,15,23,19,22,23,20,14,14,12,9,4,1,1,549,136,254,350,sombrio,100,fada,100,,,,,criatura,2,1,,1064,452
Morgrem,51,27,18,30,23,28,31,26,22,16,16,10,4,1,1,683,178,335,461,sombrio,100,fada,100,,,,,criatura,6,2,,1065,452
Grimmsnarl,87,65,30,37,34,29,66,28,41,16,16,12,4,1,2,995,349,573,747,sombrio,100,fada,100,,,,,criatura,9,3,,1066,452
Gigantamax Grimmsnarl,300,70,40,38,38,16,70,28,46,16,16,12,4,1,2,1240,580,828,992,sombrio,100,fada,100,,,,,criatura,-,FF,,1067,452
Milcery,42,13,13,16,22,20,30,13,18,16,10,18,2,1,1,540,146,258,348,fada,100,,,,,,,comida,3,1,,1068,453
Alcremie,65,22,28,39,49,23,40,18,28,18,10,20,2,1,2,801,256,433,563,fada,100,,,,,,,comida,7,2,,1069,453
Gigantamax Alcremie,280,24,32,46,70,5,50,18,42,18,10,20,2,1,2,1096,520,760,884,fada,100,,,,,,,comida,-,FF,,1070,453
Falinks,60,55,55,30,25,35,20,40,25,20,15,15,1,1,2,870,300,490,630,lutador,100,metal,10,,,,,insetoide,6,1,,1071,454
Falinks Radiante,60,59,59,34,29,39,24,44,29,22,18,18,2,1,2,970,324,530,694,lutador,100,metal,10,,,,,insetoide,-,FF,,1072,454
Pincurchin,45,60,55,45,40,4,11,60,20,10,5,10,2,1,1,780,350,565,647,eletrico,100,,,,,,,ouriço,3,1,,1073,455
Snom,27,11,16,21,14,12,22,10,13,10,5,10,5,1,1,440,118,199,265,gelo,100,inseto,80,,,,,ouriço,2,1,,1074,456
Frosmoth,64,30,27,59,43,31,88,13,30,12,5,10,5,1,2,909,380,566,706,gelo,100,inseto,100,,,,,borboleta,8,2,,1075,456
Stonjourner,98,62,72,23,23,28,24,24,42,8,10,10,4,1,2,886,366,554,694,pedra,100,,,,,,,rocha,7,1,,1076,457
Eiscue,73,36,70,28,45,10,33,24,31,10,12,12,4,1,2,839,303,503,631,gelo,100,,,,,,,pinguim,5,1,,1077,458
Eiscue Noice,73,36,35,28,30,50,33,24,31,20,12,12,4,1,2,859,245,443,607,gelo,100,,,,,,,pinguim,-,F,,1077,458
Indeedee Male,66,32,28,42,38,38,55,15,28,17,19,5,2,1,2,838,270,476,626,cosmico,100,sonoro,100,,,,,veado,4,1,,1078,459
Indeedee Female,72,28,32,38,42,35,55,15,28,17,5,19,2,1,2,838,270,476,626,cosmico,100,sonoro,100,,,,,veado,-,F,,1078,459
Morpeko,56,40,31,36,31,40,30,26,28,20,20,10,3,1,2,840,232,416,580,eletrico,100,sombrio,100,,,,,rato,4,1,,1079,460
Morpeko Angry,56,40,25,36,25,45,24,26,28,20,35,8,3,1,2,853,242,424,576,eletrico,100,sombrio,100,,,,,rato,-,F,,1079,460
Cufant,68,33,22,20,22,20,18,19,26,10,10,16,1,1,1,596,186,314,428,metal,100,,,,,,,elefante,4,1,,1080,461
Copperajah,141,74,32,32,32,21,24,27,48,12,12,18,1,1,2,929,385,577,721,metal,100,,,,,,,elefante,8,2,,1080,461
Copperajah Gigantamax,405,76,35,33,33,7,24,28,52,12,12,18,1,1,2,1189,661,863,1003,metal,100,,,,,,,elefante,-,FF,,1081,461
